# Sip word list — adapted from the New General Service List (NGSL) and New Academic Word List (NAWL) by Browne, C., Culligan, B., & Phillips, J. — CC BY-SA 4.0 (https://creativecommons.org/licenses/by-sa/4.0/) — https://www.newgeneralservicelist.com — Sip's adaptation (level order, Korean meanings, examples) is shared under the same license.
level,day,word,pos,korean,example1,example2,source_list
78,5,priority,noun,우선순위,Safety is our first priority.,What is your top priority this week?,NGSL
78,5,merely,adverb,단지,It was merely a small mistake.,She merely smiled and said nothing.,NGSL
78,5,resolution,noun,해결,They reached a resolution after a long talk.,Is there any resolution to this issue?,NGSL
78,6,immediate,adjective,즉각적인,The medicine had an immediate effect.,We need an immediate answer from them.,NGSL
78,6,incident,noun,사건,The police reported the incident quickly.,Was anyone hurt in the incident?,NGSL
78,6,accompany,verb,함께 가다,Will you accompany me to the hospital?,Her mother accompanied her to school.,NGSL
78,6,illustrate,verb,예시로 설명하다,Let me illustrate this with an example.,This chart illustrates the price changes clearly.,NGSL
78,6,imply,verb,암시하다,Are you implying that I was wrong?,His smile implied that he agreed.,NGSL
78,7,liberal,adjective,진보적인,She has liberal views on education.,The town is known for its liberal attitude.,NGSL
78,7,qualify,verb,자격을 얻다,She qualified as a nurse last year.,Did our team qualify for the final?,NGSL
78,7,competitive,adjective,경쟁이 치열한,The job market is very competitive now.,Getting into that university is very competitive.,NGSL
78,7,core,noun,핵심,Trust is the core of a good relationship.,What is the core of your argument?,NGSL
78,7,self,noun,자아,She finally found her true self.,Travel helps you discover your real self.,NGSL
79,1,existence,noun,존재,Few people knew about the company's existence.,Some doubt the existence of true love.,NGSL
79,1,panel,noun,토론자단,A panel of experts answered our questions.,Who will sit on the panel today?,NGSL
79,1,prime,adjective,가장 중요한,Safety is our prime concern here.,What is the prime reason for this?,NGSL
79,1,emphasize,verb,강조하다,The teacher emphasized the important points.,Why do you emphasize this rule so much?,NGSL
79,1,effectively,adverb,효과적으로,She manages her time very effectively.,How can we use this money effectively?,NGSL
79,2,initiative,noun,새로운 계획,The city started a new health initiative.,Who leads this initiative at your company?,NGSL
79,2,complicate,verb,복잡하게 하다,Don't complicate the plan with more rules.,Why does he always complicate simple things?,NGSL
79,2,discipline,noun,규율,Good discipline helps students learn better.,Learning a language takes a lot of discipline.,NGSL
79,2,assumption,noun,가정,Your assumption about him was wrong.,We made an assumption without checking the facts.,NGSL
79,2,reputation,noun,평판,The hotel has a very good reputation.,Does he care about his reputation?,NGSL
79,3,negotiation,noun,협상,The negotiation lasted for three hours.,Are the negotiations going well?,NGSL
79,3,mechanism,noun,작동 방식,The lock has a simple mechanism.,Can you explain the mechanism behind it?,NGSL
79,3,democracy,noun,민주주의,"In a democracy, people choose their leaders.",Do you think democracy works well here?,NGSL
79,3,observation,noun,관찰,Careful observation helps scientists learn.,She made an interesting observation about birds.,NGSL
79,3,implication,noun,숨은 뜻,What is the implication of his words?,I didn't understand the implication of her question.,NGSL
79,4,interaction,noun,상호 작용,Social interaction is good for children.,The teacher wants more interaction in class.,NGSL
79,4,fundamental,adjective,근본적인,Water is a fundamental need for life.,What are the fundamental rules of the game?,NGSL
79,4,capable,adjective,~할 수 있는,She is capable of great things.,Is he capable of running the company?,NGSL
79,4,enhance,verb,향상시키다,Good light enhances the picture.,Reading enhances your language skills.,NGSL
79,4,distinguish,verb,구별하다,Can you distinguish the two colors?,It is hard to distinguish them.,NGSL
79,5,substantial,adjective,상당한,He made a substantial amount of money.,There was a substantial change in price.,NGSL
79,5,manufacturer,noun,제조업체,The car manufacturer opened a new factory.,Which manufacturer made this phone?,NGSL
79,5,cope,verb,대처하다,How do you cope with stress?,She coped well with the change.,NGSL
79,5,approximately,adverb,대략,The trip takes approximately two hours.,Approximately fifty people came to the party.,NGSL
79,5,highlight,verb,부각시키다,The report highlights three main problems.,The news highlighted the water problem.,NGSL
79,6,corporation,noun,기업,She works for a large corporation.,The corporation has offices in many countries.,NGSL
79,6,encounter,verb,마주치다,We encountered a problem on the road.,Did you encounter any trouble there?,NGSL
79,6,urban,adjective,도시의,Many people enjoy urban life.,Is traffic bad in urban areas?,NGSL
79,6,output,noun,생산량,The factory increased its output this year.,What was the output last month?,NGSL
79,6,occupy,verb,차지하다,The big desk occupies half the room.,Do these boxes occupy too much space?,NGSL
79,7,sufficient,adjective,충분한,We have sufficient food for the weekend.,Is one hour sufficient for the test?,NGSL
79,7,preserve,verb,보존하다,We must preserve these old buildings.,How do you preserve fresh fruit?,NGSL
79,7,consistent,adjective,일관된,Her work is always consistent.,Are the results consistent with your theory?,NGSL
79,7,severe,adjective,심각한,The cold weather caused severe problems.,Is his back pain very severe?,NGSL
79,7,prospect,noun,전망,There is little prospect of rain today.,The prospect of a new job excites her.,NGSL
80,1,criteria,noun,기준,What are the criteria for this award?,The criteria for the job are clear.,NGSL
80,1,primarily,adverb,주로,The course is primarily for new students.,Is the book primarily about history?,NGSL
80,1,integrate,verb,통합하다,We need to integrate the two systems.,Can we integrate music into the lesson?,NGSL
80,1,criticism,noun,비판,The plan received a lot of criticism.,How do you handle criticism at work?,NGSL
80,1,convention,noun,관습,It is a social convention to shake hands.,Why do people follow this old convention?,NGSL
80,2,retain,verb,유지하다,The company wants to retain its best workers.,Does this material retain heat well?,NGSL
80,2,abandon,verb,버리고 떠나다,They abandoned the car in the snow.,Why did she abandon the old house?,NGSL
80,2,efficient,adjective,효율적인,This new machine is very efficient.,Is there a more efficient way?,NGSL
80,2,revolution,noun,혁명,The revolution changed the whole country.,Did the revolution change people's lives?,NGSL
80,2,premise,noun,전제,The premise of his argument is wrong.,What is the basic premise of the film?,NGSL
80,3,distribute,verb,나누어 주다,The teacher distributed the papers to us.,Who will distribute the food today?,NGSL
80,3,intellectual,adjective,지적인,Reading is a good intellectual exercise.,Do you enjoy intellectual conversations?,NGSL
80,3,derive,verb,~에서 얻다,She derives great pleasure from music.,Do you derive any benefit from this?,NGSL
80,3,crucial,adjective,매우 중요한,Sleep is crucial for good health.,Why is this meeting so crucial?,NGSL
80,3,unemployment,noun,실업,Unemployment fell again last month.,Is unemployment high in your country?,NGSL
80,4,minority,noun,소수,Only a minority of students agreed.,Are they a minority in the group?,NGSL
80,4,interpretation,noun,해석,Each reader has a different interpretation.,What is your interpretation of this sign?,NGSL
80,4,exhibit,verb,전시하다,The museum will exhibit her photos next month.,Where do they exhibit the new cars?,NGSL
80,4,negotiate,verb,협상하다,They negotiated a new price for the house.,Can we negotiate the terms of the deal?,NGSL
80,4,dominate,verb,지배하다,One team dominated the whole game.,Why does he always dominate the conversation?,NGSL
80,5,supplier,noun,공급업체,We found a new supplier for paper.,Is this supplier cheaper than the old one?,NGSL
80,5,pension,noun,연금,My father receives a small pension.,When will you start getting your pension?,NGSL
80,5,acquisition,noun,인수,The company announced a big acquisition today.,Was the acquisition good for the firm?,NGSL
80,5,recognition,noun,인정,Her hard work finally got recognition.,Did his work receive any recognition?,NGSL
80,5,respectively,adverb,각각,"The boys are ten and twelve, respectively.",The tickets cost five and ten dollars respectively.,NGSL
80,6,variation,noun,변화,There is some variation in the prices.,Did you notice any variation in temperature?,NGSL
80,6,ultimately,adverb,결국,"Ultimately, the choice is yours.",Did the plan ultimately succeed?,NGSL
80,6,representation,noun,표현,The map is a representation of the city.,Is this a fair representation of the facts?,NGSL
80,6,dispute,noun,분쟁,The two neighbors had a dispute over land.,Did they finally settle the dispute?,NGSL
80,6,agenda,noun,회의 안건,What is on the agenda for today?,The agenda has five items.,NGSL
80,7,emphasis,noun,강조,The school puts emphasis on reading.,Why is there so much emphasis on tests?,NGSL
80,7,undertake,verb,착수하다,The company will undertake a new project.,Who will undertake this difficult task?,NGSL
80,7,retail,noun,소매,She works in retail.,Retail prices went up this year.,NGSL
80,7,publication,noun,출판,The publication of the book was delayed.,When is the publication date?,NGSL
80,7,framework,noun,기본 틀,The law provides a framework for trade.,Does the plan have a clear framework?,NGSL
81,1,restrict,verb,제한하다,The new law restricts smoking in parks.,Why did they restrict access to the site?,NGSL
81,1,trace,verb,추적하다,Police traced the call to a house.,Can you trace the history of this word?,NGSL
81,1,equivalent,adjective,동등한,Two halves are equivalent to one whole.,Is your degree equivalent to ours?,NGSL
81,1,enterprise,noun,기업,She started a small enterprise last year.,The enterprise now employs many young workers.,NGSL
81,1,governor,noun,주지사,The governor spoke to the crowd today.,Who is the governor of your state?,NGSL
81,2,contemporary,adjective,현대의,She loves contemporary art and music.,Is this building a contemporary design?,NGSL
81,2,ease,verb,덜어 주다,This medicine will ease the pain quickly.,Did a short walk ease your stress?,NGSL
81,2,assure,verb,장담하다,I assure you the food is safe.,He assured us the train would arrive.,NGSL
81,2,numerous,adjective,수많은,He has made numerous mistakes this year.,Are there numerous hotels near the beach?,NGSL
81,2,submit,verb,제출하다,Please submit your report by tomorrow.,Did you submit the application online?,NGSL
81,3,virtually,adverb,사실상,The old shop is virtually empty now.,Virtually everyone in town knows her.,NGSL
81,3,era,noun,시대,This is the era of the computer.,Did that era end with the war?,NGSL
81,3,coverage,noun,보도,The election got a lot of news coverage.,Was there any coverage of the game?,NGSL
81,3,tension,noun,긴장,There was tension between the two teams.,Can you feel the tension in the room?,NGSL
81,3,isolate,verb,고립시키다,The storm isolated the small village.,Do not isolate yourself from your friends.,NGSL
81,4,eliminate,verb,없애다,We must eliminate all mistakes from the report.,How can we eliminate this problem?,NGSL
81,4,secondary,adjective,부차적인,Price is a secondary concern for us.,Is money a secondary issue here?,NGSL
81,4,welfare,noun,복지,The government spends money on welfare.,Do you care about animal welfare?,NGSL
81,4,recruit,verb,모집하다,The company will recruit ten new workers.,Did they recruit anyone last month?,NGSL
81,4,exclude,verb,제외하다,Please exclude tax from the total price.,Why did they exclude him from the team?,NGSL
81,5,hence,adverb,그러므로,"The road was closed, hence the delay.","He was sick, hence his absence today.",NGSL
81,5,phenomenon,noun,현상,Snow in summer is a strange phenomenon.,Is this a new phenomenon?,NGSL
81,5,restore,verb,복원하다,They restored the old church last year.,Can we restore the lost files?,NGSL
81,5,formula,noun,공식,Learn this formula before the test.,What is the formula for the area?,NGSL
81,5,alter,verb,변경하다,We had to alter our travel plans.,Did they alter the meeting time?,NGSL
81,6,perceive,verb,인식하다,People perceive the world in different ways.,How do you perceive this change?,NGSL
81,6,convert,verb,전환하다,They converted the old school into a hotel.,Can you convert dollars into pounds?,NGSL
81,6,devote,verb,바치다,She devotes her time to music.,How much time do you devote to study?,NGSL
81,6,justify,verb,정당화하다,Can you justify the high cost?,Nothing justifies that kind of behavior.,NGSL
81,6,vital,adjective,매우 중요한,Water is vital for all life.,Why is sleep so vital for health?,NGSL
81,7,external,adjective,외부의,The building needs external repairs.,Is this an external hard drive?,NGSL
81,7,underlie,verb,바탕이 되다,Fear underlies much of his anger.,What underlies this sudden change?,NGSL
81,7,distinction,noun,구별,There is a clear distinction between them.,He draws a distinction between work and play.,NGSL
81,7,incorporate,verb,포함시키다,We incorporated your ideas into the plan.,Can we incorporate more color here?,NGSL
81,7,obligation,noun,의무,We have an obligation to help them.,Is there any obligation to pay?,NGSL
82,1,evaluate,verb,평가하다,The teacher evaluates our work each week.,How do you evaluate a good plan?,NGSL
82,1,perception,noun,인식,Public perception of the company changed.,What is your perception of the city?,NGSL
82,1,currency,noun,화폐,What currency do they use there?,I need to exchange some currency.,NGSL
82,1,territory,noun,영토,The army entered enemy territory.,This island was once foreign territory.,NGSL
82,1,apparent,adjective,분명한,It was apparent that he was ill.,The problem soon became apparent to everyone.,NGSL
82,2,expansion,noun,확장,The company plans an expansion next year.,Is the expansion of the school finished?,NGSL
82,2,ratio,noun,비율,The ratio of boys to girls is equal.,What is the ratio of men to women?,NGSL
82,2,disorder,noun,장애,The doctor said he has a sleep disorder.,Is this disorder common among children?,NGSL
82,2,demonstration,noun,시위,A large demonstration filled the city square.,Did many students attend the demonstration?,NGSL
82,2,analyst,noun,분석가,The analyst expects prices to rise.,What did the analyst say about the market?,NGSL
82,3,transform,verb,완전히 바꾸다,The new road transformed our small town.,How did technology transform our daily lives?,NGSL
82,3,restriction,noun,제한,There is a restriction on water use.,Are there any restrictions on travel now?,NGSL
82,3,strain,noun,부담,Long hours put a strain on her health.,Is the extra work causing you strain?,NGSL
82,3,innovation,noun,혁신,The company is known for innovation.,What innovation changed your life the most?,NGSL
82,3,remarkable,adjective,놀라운,She made remarkable progress this year.,What a remarkable story that was!,NGSL
82,4,transition,noun,전환,The transition to college was hard.,The transition took several months.,NGSL
82,4,bid,noun,입찰,They made a bid for the house.,Our bid was too low.,NGSL
82,4,extraordinary,adjective,비범한,She has an extraordinary memory.,What an extraordinary day this was!,NGSL
82,4,reverse,verb,뒤집다,The court reversed its decision.,Can we reverse this change?,NGSL
82,4,pose,verb,제기하다,Smoking poses a risk to health.,Does this plan pose any problems?,NGSL
82,5,agricultural,adjective,농업의,This is an agricultural area.,Agricultural products are sold here.,NGSL
82,5,competitor,noun,경쟁자,Our biggest competitor opened a new store.,How many competitors joined the race?,NGSL
82,5,substance,noun,물질,Water is a common substance on earth.,What substance is this made of?,NGSL
82,5,extensive,adjective,광범위한,The house needs extensive repairs.,He has extensive knowledge of history.,NGSL
82,5,interpret,verb,해석하다,How do you interpret this poem?,She interpreted the results for us.,NGSL
82,6,consult,verb,상담하다,You should consult a doctor about that.,Did you consult your parents first?,NGSL
82,6,intervention,noun,개입,The government's intervention saved the bank.,Early intervention helps children learn faster.,NGSL
82,6,vice,noun,나쁜 버릇,Smoking is his only vice.,Do you have any secret vices?,NGSL
82,6,radical,adjective,급진적인,The company made radical changes this year.,His ideas were too radical for them.,NGSL
82,6,dimension,noun,차원,This adds a new dimension to the problem.,A box has three dimensions.,NGSL
82,7,subsequent,adjective,그 이후의,Subsequent events proved him right.,The subsequent meeting was much shorter.,NGSL
82,7,efficiency,noun,효율,The new machine improved our efficiency.,How can we increase efficiency at work?,NGSL
82,7,statistic,noun,통계,This statistic shows a rise in sales.,Do you trust these statistics?,NGSL
82,7,ally,noun,동맹국,The two countries have been allies for years.,Is that nation an ally of ours?,NGSL
82,7,sustain,verb,지속하다,Can the team sustain this pace?,Good habits sustain a healthy life.,NGSL
83,1,cite,verb,인용하다,Please cite your sources in the essay.,The report cites several recent studies.,NGSL
83,1,accurate,adjective,정확한,Is this map accurate and up to date?,The weather report was accurate today.,NGSL
83,1,burden,noun,부담,The debt became a heavy burden.,I don't want to be a burden.,NGSL
83,1,shareholder,noun,주주,The shareholders meet once a year.,Each shareholder receives a yearly report.,NGSL
83,1,resistance,noun,저항,The plan met strong resistance from workers.,There was little resistance to the change.,NGSL
83,2,frequency,noun,빈도,The frequency of storms is increasing.,What is the frequency of these meetings?,NGSL
83,2,criticize,verb,비판하다,Don't criticize him in front of others.,Why do you always criticize my cooking?,NGSL
83,2,philosophy,noun,철학,He studied philosophy at university.,What is your philosophy of life?,NGSL
83,2,attribute,verb,~때문이라고 보다,They attribute their success to hard work.,She attributed the mistake to stress.,NGSL
83,2,approval,noun,승인,The plan needs approval from the board.,Did you get approval for the trip?,NGSL
83,3,entitle,verb,자격을 주다,This ticket entitles you to one free drink.,Members are entitled to a discount.,NGSL
83,3,involvement,noun,관여,Her involvement in the project was key.,Parents' involvement helps children learn.,NGSL
83,3,exposure,noun,노출,Too much sun exposure can harm your skin.,The company got a lot of media exposure.,NGSL
83,3,conventional,adjective,관습적인,They used conventional methods to build it.,She prefers conventional medicine to new treatments.,NGSL
83,3,formation,noun,형성,The formation of ice takes time.,We studied the formation of new stars.,NGSL
83,4,deposit,noun,보증금,We paid a deposit for the apartment.,Is the deposit returned when you leave?,NGSL
83,4,advocate,noun,옹호자,She is a strong advocate for animal rights.,He became an advocate for clean energy.,NGSL
83,4,establishment,noun,설립,The establishment of the school took years.,We celebrated the establishment of our company.,NGSL
83,4,characterize,verb,특징짓다,Long winters characterize this region.,How would you characterize his style?,NGSL
83,4,specify,verb,명시하다,Please specify the date and time.,The rules specify who can enter.,NGSL
83,5,anticipate,verb,예상하다,We anticipate a busy weekend at the shop.,Did you anticipate this problem?,NGSL
83,5,dependent,adjective,의존하는,The child is still dependent on her parents.,Our plans are dependent on the weather.,NGSL
83,5,specialize,verb,전문으로 하다,This shop specializes in fresh bread.,Which area do you specialize in?,NGSL
83,5,offense,noun,범죄,Driving too fast is a serious offense.,Was this his first offense?,NGSL
83,5,detect,verb,감지하다,The machine can detect smoke in the room.,Did the doctor detect any problems?,NGSL
83,6,moderate,adjective,적당한,We walked at a moderate speed.,The price of the hotel was moderate.,NGSL
83,6,significance,noun,중요성,The teacher explained the significance of the event.,What is the significance of this date?,NGSL
83,6,universal,adjective,보편적인,Music is a universal language.,Is love a universal human feeling?,NGSL
83,6,constitute,verb,구성하다,Women constitute half of the staff.,These ten people constitute the committee.,NGSL
83,6,adequate,adjective,충분한,The room has adequate light for reading.,Is the food supply adequate for everyone?,NGSL
83,7,consultant,noun,상담 전문가,The company hired a consultant last month.,Does a consultant earn a high salary?,NGSL
83,7,visual,adjective,시각적인,The report includes visual charts.,Do you learn better from visual images?,NGSL
83,7,ethnic,adjective,민족의,The city has many ethnic restaurants.,They celebrate their ethnic traditions every spring.,NGSL
83,7,segment,noun,부분,This segment of the road is closed.,Which segment of the market is growing?,NGSL
83,7,prompt,verb,촉발하다,The news prompted many questions.,What prompted you to change jobs?,NGSL
84,1,venture,noun,모험적 사업,Their new venture failed within a year.,Is the new venture making money?,NGSL
84,1,preference,noun,선호,Do you have a preference for tea?,My preference is the blue one.,NGSL
84,1,comprehensive,adjective,포괄적인,The report gives a comprehensive review.,Is this guide comprehensive enough?,NGSL
84,1,incentive,noun,장려책,The company offers incentives to good workers.,What incentive do students have to study?,NGSL
84,1,dismiss,verb,일축하다,He dismissed the idea as too expensive.,Why did they dismiss her suggestion?,NGSL
84,2,capability,noun,능력,The new phone has great camera capability.,Does this team have the capability to win?,NGSL
84,2,absolute,adjective,완전한,There was absolute silence in the room.,Is that the absolute truth?,NGSL
84,2,correspond,verb,일치하다,The numbers correspond to the pages.,Does the map correspond to the real streets?,NGSL
84,2,stroke,noun,뇌졸중,My father had a stroke last year.,A stroke can damage the brain quickly.,NGSL
84,2,counsel,noun,조언,She gave me wise counsel about my job.,Whose counsel do you trust the most?,NGSL
84,3,tendency,noun,경향,He has a tendency to talk too much.,Children have a tendency to copy adults.,NGSL
84,3,possess,verb,소유하다,He possesses a large collection of old books.,Do you possess a driver's license?,NGSL
84,3,evolution,noun,진화,The evolution of animals happened very slowly.,We studied the evolution of the human brain.,NGSL
84,3,awareness,noun,인식,The campaign raised awareness of the disease.,Public awareness of pollution is growing.,NGSL
84,3,journal,noun,학술지,Her study appeared in a science journal.,Which medical journal published the report?,NGSL
84,4,privilege,noun,특권,Meeting her was a real privilege.,Do only members get this privilege?,NGSL
84,4,mutual,adjective,서로의,They have a mutual friend at work.,Our respect is mutual.,NGSL
84,4,mortgage,noun,주택 담보 대출,They pay their mortgage every month.,How long is your mortgage?,NGSL
84,4,fulfill,verb,이루다,He finally fulfilled his dream of flying.,Did the company fulfill its promise?,NGSL
84,4,dedicate,verb,바치다,She dedicated her life to helping children.,Who did he dedicate the song to?,NGSL
84,5,evaluation,noun,평가,The teacher wrote an evaluation of each student.,When is your next job evaluation?,NGSL
84,5,compromise,noun,타협,They finally reached a compromise.,Is a compromise possible between them?,NGSL
84,5,genetic,adjective,유전적인,The disease has a genetic cause.,Is hair color a genetic feature?,NGSL
84,5,literary,adjective,문학의,She won a literary prize last year.,Do you read literary magazines?,NGSL
84,5,govern,verb,통치하다,Who will govern the country next year?,The king governed the land for fifty years.,NGSL
84,6,compensation,noun,보상,She received compensation for her injury.,How much compensation did the company pay?,NGSL
84,6,deficit,noun,적자,The government has a large budget deficit.,How will they reduce the deficit?,NGSL
84,6,modify,verb,수정하다,We need to modify the plan slightly.,Can you modify the design by tomorrow?,NGSL
84,6,literally,adverb,말 그대로,The house was literally falling apart.,She literally ran all the way home.,NGSL
84,6,equation,noun,방정식,Can you solve this equation for me?,The teacher wrote an equation on the board.,NGSL
84,7,assign,verb,배정하다,The teacher assigned extra work for the weekend.,Who assigned you to this project?,NGSL
84,7,inflation,noun,물가 상승,Inflation is rising faster this year.,How does inflation affect food prices?,NGSL
84,7,historic,adjective,역사적인,They signed a historic agreement today.,This is a historic moment for the city.,NGSL
84,7,personnel,noun,직원,All personnel must sign in at the door.,The personnel office is on the second floor.,NGSL
84,7,insight,noun,통찰력,The book gives great insight into history.,Her insight helped us solve the problem.,NGSL
85,1,tackle,verb,씨름하다,We must tackle this problem now.,How will you tackle the issue?,NGSL
85,1,exceed,verb,넘어서다,Sales exceeded our expectations this year.,Do not exceed the speed limit.,NGSL
85,1,expenditure,noun,지출,Government expenditure on health increased.,Our expenditure exceeded our income last month.,NGSL
85,1,psychological,adjective,심리적인,Stress can cause psychological problems.,Is the pain physical or psychological?,NGSL
85,1,dramatically,adverb,극적으로,Prices rose dramatically last year.,Her life changed dramatically after college.,NGSL
85,2,stake,noun,지분,He owns a stake in the company.,Does she have a stake in this deal?,NGSL
85,2,partnership,noun,협력 관계,The two companies formed a partnership.,Our partnership has lasted many years.,NGSL
85,2,participation,noun,참여,Thank you for your participation today.,Class participation is part of your grade.,NGSL
85,2,clause,noun,조항,Read every clause in the contract.,Which clause covers late payment?,NGSL
85,2,chamber,noun,회의장,The council met in the main chamber.,The chamber was full of members.,NGSL
85,3,evolve,verb,진화하다,Birds evolved from ancient animals.,How did this language evolve?,NGSL
85,3,possession,noun,소유물,This old watch is my favorite possession.,They lost all their possessions in the flood.,NGSL
85,3,boom,noun,호황,The city grew fast during the housing boom.,Was there a boom in sales last year?,NGSL
85,3,democratic,adjective,민주적인,They want a more democratic way of deciding.,The country held its first democratic election.,NGSL
85,3,consequently,adverb,그 결과,He missed the bus and consequently arrived late.,"Prices rose, and consequently sales fell.",NGSL
85,4,whilst,conjunction,~하는 동안,She read whilst waiting for the bus.,"Whilst I cook, can you set the table?",NGSL
85,4,constraint,noun,제약,Time is the biggest constraint on this project.,We must work within these budget constraints.,NGSL
85,4,undergo,verb,겪다,The building will undergo major repairs next year.,She underwent surgery on her knee last week.,NGSL
85,4,potentially,adverb,잠재적으로,This plan could potentially save us money.,It is a potentially serious problem.,NGSL
85,4,scope,noun,범위,That is beyond the scope of this class.,What is the scope of your research?,NGSL
85,5,diversity,noun,다양성,Our school celebrates the diversity of its students.,The city is known for its diversity.,NGSL
85,5,allege,verb,주장하다,The report alleges that the company hid losses.,She alleges that her boss stole the money.,NGSL
85,5,inquiry,noun,문의,We received many inquiries about the new phone.,Please send your inquiry by email.,NGSL
85,5,resign,verb,사임하다,The manager resigned after ten years of work.,Why did she resign from her job?,NGSL
85,5,concrete,adjective,구체적인,Give me a concrete example of your plan.,We need concrete evidence before we decide.,NGSL
85,6,distinct,adjective,뚜렷이 다른,The two plans are quite distinct.,Is her voice distinct from his?,NGSL
85,6,limitation,noun,한계,Every plan has its limitations.,What are the limitations of this method?,NGSL
85,6,indication,noun,징후,There is no indication of rain today.,Is this an indication of trouble?,NGSL
85,6,stability,noun,안정,Children need stability at home.,The new job gave her stability.,NGSL
85,6,neglect,verb,소홀히 하다,Don't neglect your health.,He neglected his garden all summer.,NGSL
85,7,compose,verb,구성하다,The team is composed of ten players.,What is this material composed of?,NGSL
85,7,mere,adjective,~에 불과한,He is a mere child.,They won by a mere two points.,NGSL
85,7,regulate,verb,규제하다,The government regulates the food industry.,Who regulates the banks here?,NGSL
85,7,trigger,verb,유발하다,Stress can trigger illness.,What triggered the alarm?,NGSL
85,7,species,noun,생물의 종,This bird species is very rare.,How many species live in this forest?,NGSL
86,1,presumably,adverb,아마도,"Presumably, she has already left.",The store is presumably closed now.,NGSL
86,1,amendment,noun,수정안,The committee approved the amendment.,Did they pass the amendment to the law?,NGSL
86,1,civilian,noun,민간인,Many civilians live near the army camp.,Was he a soldier or a civilian?,NGSL
86,1,composition,noun,구성,The composition of the team changed last year.,What is the composition of this soil?,NGSL
86,1,regardless,adverb,상관없이,We will go regardless of the weather.,She kept working regardless of the pain.,NGSL
86,2,racial,adjective,인종의,The city has many racial groups.,Racial equality matters to everyone.,NGSL
86,2,sanction,noun,제재,The sanctions hurt the country's economy.,Did the government lift the sanctions?,NGSL
86,2,stimulate,verb,자극하다,Coffee stimulates the brain.,How can we stimulate the local economy?,NGSL
86,2,narrative,noun,서사,Her book has a strong narrative.,Does the film have a clear narrative?,NGSL
86,2,excess,noun,과잉,Remove the excess water before cooking.,An excess of sugar is bad for you.,NGSL
86,3,complexity,noun,복잡함,The complexity of the problem surprised us.,Does the complexity of the rules bother you?,NGSL
86,3,liability,noun,법적 책임,The company accepted liability for the damage.,Will the store accept liability for the loss?,NGSL
86,3,extract,verb,뽑아내다,They extract oil from the ground.,Can you extract the data from this file?,NGSL
86,3,implementation,noun,실행,The implementation of the plan starts tomorrow.,Who is responsible for the implementation?,NGSL
86,3,bias,noun,편견,The report shows a clear bias.,Does the judge have any bias?,NGSL
86,4,guideline,noun,지침,Please follow the safety guidelines.,Are there guidelines for new employees?,NGSL
86,4,biological,adjective,생물학적인,Sleep is a basic biological need.,Is this change a biological process?,NGSL
86,4,consume,verb,소비하다,Cars consume a lot of fuel.,How much water do you consume daily?,NGSL
86,4,determination,noun,굳은 의지,Her determination to succeed was clear.,Does he have the determination to finish?,NGSL
86,4,altogether,adverb,완전히,That is a different matter altogether.,Did she stop eating sugar altogether?,NGSL
86,5,cluster,noun,무리,A cluster of stars appeared in the sky.,We saw a cluster of small houses.,NGSL
86,5,logic,noun,논리,I cannot follow the logic of his argument.,Is there any logic in this plan?,NGSL
86,5,controversial,adjective,논란이 많은,The new law is very controversial.,Why is this movie so controversial?,NGSL
86,5,genuine,adjective,진짜의,Is this a genuine gold ring?,She showed genuine interest in the project.,NGSL
86,5,adjustment,noun,조정,We made a small adjustment to the plan.,Does the machine need an adjustment?,NGSL
86,6,abstract,adjective,추상적인,She likes abstract art very much.,Is that idea too abstract for kids?,NGSL
86,6,situate,verb,위치시키다,The school is situated near the river.,Where is the new hotel situated?,NGSL
86,6,probability,noun,확률,The probability of rain is very high today.,What is the probability of winning?,NGSL
86,6,uncertainty,noun,불확실성,There is still uncertainty about the plan.,How do you deal with uncertainty?,NGSL
86,6,comprise,verb,~로 구성되다,The house comprises four small rooms.,Does the team comprise ten players?,NGSL
86,7,experimental,adjective,실험적인,The new drug is still experimental.,Do you like experimental music?,NGSL
86,7,institutional,adjective,제도적인,The country needs institutional change.,Is there institutional support for the plan?,NGSL
86,7,subsequently,adverb,그 후에,He subsequently moved to another city.,The plan was subsequently changed.,NGSL
86,7,ownership,noun,소유권,Who has ownership of this land?,Ownership of the house changed last year.,NGSL
86,7,qualification,noun,자격,What qualifications do you need for this job?,She has the right qualifications for teaching.,NGSL
87,1,suspend,verb,중단하다,Play was suspended because of rain.,They suspended the service during the storm.,NGSL
87,1,functional,adjective,기능적인,The kitchen is simple and functional.,Is the old phone still functional?,NGSL
87,1,voluntary,adjective,자발적인,He does voluntary work at the hospital.,Is joining the club voluntary?,NGSL
87,1,structural,adjective,구조적인,The old building has structural problems.,Are there structural changes in the company?,NGSL
87,1,compute,verb,계산하다,The program computes the total cost.,Can you compute the average quickly?,NGSL
87,2,theoretical,adjective,이론적인,This is only a theoretical idea.,Is the risk real or theoretical?,NGSL
87,2,immigration,noun,이민,Immigration to the city grew last year.,The immigration office is near the station.,NGSL
87,2,faithfully,adverb,충실하게,He faithfully visited his grandmother every week.,The dog waited faithfully by the door.,NGSL
87,2,insure,verb,보험에 들다,You should insure your new car.,Is the house insured against fire?,NGSL
87,2,found,verb,설립하다,She founded the company twenty years ago.,Who founded this school?,NGSL
87,3,obtain,verb,얻다,You must obtain permission first.,How did you obtain this information?,NAWL
